original_text,normalized_word_text,dict_word,dict_lang,fuzzy_word,fuzzy_lang,fuzzy_confidence,checked_text,checked_lang,lemmatized_text,polarity_score,polarity_label,status,error_message
didn't,didn't,,Unknown,didnt,English,90.9090909090909,didnt,English,didnt,0.0,neutral,ok,
even,even,even,English,,,0.0,even,English,even,0.0,neutral,ok,
came,came,came,English,,,0.0,came,English,came,0.0,neutral,ok,
fighting,fighting,fighting,English,,,0.0,fighting,English,fighting,0.0,neutral,ok,
talents,talents,,Unknown,talent,English,92.3076923076923,talent,English,talent,0.0,neutral,ok,
children,children,,Unknown,childe,English,85.71428571428572,childe,English,childe,0.0,neutral,ok,
premier,premier,premier,English,,,0.0,premier,English,premier,0.0,neutral,ok,
league,league,league,English,,,0.0,league,English,league,0.0,neutral,ok,
football,football,football,English,,,0.0,football,English,football,0.0,neutral,ok,
tournament,tournament,tournament,English,,,0.0,tournament,English,tournament,0.0,neutral,ok,
world,world,world,English,,,0.0,world,English,world,0.0,neutral,ok,
ngako,ngako,,Unknown,nako,English,88.88888888888889,nako,English,nako,0.0,neutral,ok,
na,na,na,English,,,0.0,na,English,na,0.0,neutral,ok,
somero,somero,,Unknown,sombrero,English,85.71428571428572,sombrero,English,sombrero,0.0,neutral,ok,
avuma,avuma,,Unknown,cauma,English,80.0,cauma,English,cauma,0.0,neutral,ok,
kinuma,kinuma,,Unknown,kina,English,80.0,kina,English,kina,0.0,neutral,ok,
fifi,fifi,,Unknown,Afifi,English,88.88888888888889,Afifi,English,afifi,0.0,neutral,ok,
fake,fake,fake,English,,,0.0,fake,English,fake,-0.5,negative,ok,
learnt,learnt,learnt,English,,,0.0,learnt,English,learnt,0.0,neutral,ok,
alot,alot,,Unknown,aloft,English,88.88888888888889,aloft,English,aloft,0.0,neutral,ok,
program,program,program,English,,,0.0,program,English,program,0.0,neutral,ok,
Fifi,fifi,,Unknown,Afifi,English,88.88888888888889,Afifi,English,afifi,0.0,neutral,ok,
talina,talina,,Unknown,catalina,English,85.71428571428572,catalina,English,catalina,0.0,neutral,ok,
makulu,makulu,,Unknown,makluk,English,83.33333333333334,makluk,English,makluk,0.0,neutral,ok,
era,era,era,English,,,0.0,era,English,era,0.0,neutral,ok,
usher,usher,usher,English,,,0.0,usher,English,usher,0.0,neutral,ok,
super,super,super,English,,,0.0,super,English,super,0.3333333333333333,positive,ok,
international,international,international,English,,,0.0,international,English,international,0.0,neutral,ok,
Fifi,fifi,,Unknown,Afifi,English,88.88888888888889,Afifi,English,afifi,0.0,neutral,ok,
nange,nange,,Unknown,nane,English,88.88888888888889,nane,English,nane,0.0,neutral,ok,
l,l,l,English,,,0.0,l,English,l,0.0,neutral,ok,
can't,can't,,Unknown,cant,English,88.88888888888889,cant,English,cant,0.0,neutral,ok,
forget,forget,forget,English,,,0.0,forget,English,forget,0.0,neutral,ok,
chemistry,chemistry,chemistry,English,,,0.0,chemistry,English,chemistry,0.0,neutral,ok,
teacher,teacher,teacher,English,,,0.0,teacher,English,teacher,0.0,neutral,ok,
slap,slap,slap,English,,,0.0,slap,English,slap,0.0,neutral,ok,
afternoon,afternoon,afternoon,English,,,0.0,afternoon,English,afternoon,0.0,neutral,ok,
lesson,lesson,lesson,English,,,0.0,lesson,English,lesson,0.0,neutral,ok,
MC,mc,,Unknown,mac,English,80.0,mac,English,mac,0.0,neutral,ok,
suggest,suggest,suggest,English,,,0.0,suggest,English,suggest,0.0,neutral,ok,
people,people,people,English,,,0.0,people,English,people,0.0,neutral,ok,
thinking,thinking,thinking,English,,,0.0,thinking,English,thinking,0.0,neutral,ok,
huge,huge,huge,English,,,0.0,huge,English,huge,0.39999999999999997,positive,ok,
money,money,money,English,,,0.0,money,English,money,0.0,neutral,ok,
used,used,used,English,,,0.0,used,English,used,0.0,neutral,ok,
Champaign,champaign,Champaign,English,,,0.0,Champaign,English,champaign,0.0,neutral,ok,
big,big,big,English,,,0.0,big,English,big,0.0,neutral,ok,
proud,proud,,Unknown,roud,English,88.88888888888889,roud,English,roud,0.0,neutral,ok,
speech,speech,speech,English,,,0.0,speech,English,speech,0.0,neutral,ok,
The,the,The,English,,,0.0,The,English,the,0.0,neutral,ok,
problem,problem,problem,English,,,0.0,problem,English,problem,0.0,neutral,ok,
give,give,give,English,,,0.0,give,English,give,0.0,neutral,ok,
heavy,heavy,heavy,English,,,0.0,heavy,English,heavy,-0.2,negative,ok,
lunch,lunch,lunch,English,,,0.0,lunch,English,lunch,0.0,neutral,ok,
Your,your,Your,English,,,0.0,Your,English,your,0.0,neutral,ok,
views,views,,Unknown,view,English,88.88888888888889,view,English,view,0.0,neutral,ok,
sleeping,sleeping,sleeping,English,,,0.0,sleeping,English,sleeping,0.0,neutral,ok,
At,at,At,English,,,0.0,At,English,at,0.0,neutral,ok,
first,first,first,English,,,0.0,first,English,first,0.25,positive,ok,
thought,thought,thought,English,,,0.0,thought,English,thought,0.0,neutral,ok,
intending,intending,intending,English,,,0.0,intending,English,intending,0.0,neutral,ok,
show,show,show,English,,,0.0,show,English,show,0.0,neutral,ok,
one,one,one,English,,,0.0,one,English,one,0.0,neutral,ok,
talking,talking,talking,English,,,0.0,talking,English,talking,0.0,neutral,ok,
bro,bro,,Unknown,brog,English,85.71428571428572,brog,English,brog,0.0,neutral,ok,
start,start,start,English,,,0.0,start,English,start,0.0,neutral,ok,
reducing,reducing,reducing,English,,,0.0,reducing,English,reducing,0.0,neutral,ok,
salaries,salaries,,Unknown,salaried,English,87.5,salaried,English,salaried,0.0,neutral,ok,
assistance,assistance,assistance,English,,,0.0,assistance,English,assistance,0.0,neutral,ok,
morning,morning,morning,English,,,0.0,morning,English,morning,0.0,neutral,ok,
yeah,yeah,yeah,English,,,0.0,yeah,English,yeah,0.0,neutral,ok,
also,also,also,English,,,0.0,also,English,also,0.0,neutral,ok,
presidents,presidents,,Unknown,president,English,94.73684210526316,president,English,president,0.0,neutral,ok,
needs,needs,needs,English,,,0.0,needs,English,need,0.0,neutral,ok,
advice,advice,advice,English,,,0.0,advice,English,advice,0.0,neutral,ok,
hi,hi,hi,English,,,0.0,hi,English,hi,0.0,neutral,ok,
bro,bro,,Unknown,brog,English,85.71428571428572,brog,English,brog,0.0,neutral,ok,
tell,tell,tell,English,,,0.0,tell,English,tell,0.0,neutral,ok,
must,must,must,English,,,0.0,must,English,must,0.0,neutral,ok,
morning,morning,morning,English,,,0.0,morning,English,morning,0.0,neutral,ok,
woman,woman,woman,English,,,0.0,woman,English,woman,0.0,neutral,ok,
Mp,mp,,Unknown,mop,English,80.0,mop,English,mop,0.0,neutral,ok,
mc,mc,,Unknown,mac,English,80.0,mac,English,mac,0.0,neutral,ok,
Ricky,ricky,,Unknown,tricky,English,90.9090909090909,tricky,English,tricky,0.0,neutral,ok,
justice,justice,justice,English,,,0.0,justice,English,justice,0.0,neutral,ok,
campaigns,campaigns,,Unknown,campaign,English,94.11764705882352,campaign,English,campaign,0.0,neutral,ok,
none,none,none,English,,,0.0,none,English,none,0.0,neutral,ok,
sleeping,sleeping,sleeping,English,,,0.0,sleeping,English,sleeping,0.0,neutral,ok,
r,r,r,English,,,0.0,r,English,r,0.0,neutral,ok,
talking,talking,talking,English,,,0.0,talking,English,talking,0.0,neutral,ok,
promised,promised,,Unknown,promise,English,93.33333333333333,promise,English,promise,0.0,neutral,ok,
people,people,people,English,,,0.0,people,English,people,0.0,neutral,ok,
imagine,imagine,imagine,English,,,0.0,imagine,English,imagine,0.0,neutral,ok,
much,much,much,English,,,0.0,much,English,much,0.2,positive,ok,
better,better,better,English,,,0.0,better,English,better,0.5,positive,ok,
take,take,take,English,,,0.0,take,English,take,0.0,neutral,ok,
porege,porege,,Unknown,porge,English,90.9090909090909,porge,English,porge,0.0,neutral,ok,
much,much,much,English,,,0.0,much,English,much,0.2,positive,ok,
"Ricky,","ricky,",,Unknown,tricky,English,83.33333333333334,tricky,English,tricky,0.0,neutral,ok,
stop,stop,stop,English,,,0.0,stop,English,stop,0.0,neutral,ok,
dis,dis,dis,English,,,0.0,dis,English,dis,0.0,neutral,ok,
dis,dis,dis,English,,,0.0,dis,English,dis,0.0,neutral,ok,
lent,lent,lent,English,,,0.0,lent,English,lent,0.0,neutral,ok,
period,period,period,English,,,0.0,period,English,period,0.0,neutral,ok,
Satan,satan,Satan,English,,,0.0,Satan,English,satan,0.0,neutral,ok,
kold,kold,,Unknown,old,English,85.71428571428572,old,English,old,0.1,neutral,ok,
en,en,en,English,,,0.0,en,English,en,0.0,neutral,ok,
told,told,told,English,,,0.0,told,English,told,0.0,neutral,ok,
dat,dat,,Unknown,data,English,85.71428571428572,data,English,data,0.0,neutral,ok,
visa,visa,visa,English,,,0.0,visa,English,visa,0.0,neutral,ok,
hell,hell,hell,English,,,0.0,hell,English,hell,0.0,neutral,ok,
has,has,,Unknown,hasp,English,85.71428571428572,hasp,English,hasp,0.0,neutral,ok,
renewed,renewed,,Unknown,unrenewed,English,87.5,unrenewed,English,unrenewed,0.0,neutral,ok,
7times,7times,,Unknown,times,English,90.9090909090909,times,English,time,0.0,neutral,ok,
ov,ov,,Unknown,ova,English,80.0,ova,English,ovum,0.0,neutral,ok,
dis,dis,dis,English,,,0.0,dis,English,dis,0.0,neutral,ok,
page,page,page,English,,,0.0,page,English,page,0.0,neutral,ok,
Rick,rick,Rick,English,,,0.0,Rick,English,rick,0.0,neutral,ok,
u,u,u,English,,,0.0,u,English,u,0.0,neutral,ok,
like,like,like,English,,,0.0,like,English,like,0.0,neutral,ok,
chewing,chewing,,Unknown,chewink,English,85.71428571428572,chewink,English,chewink,0.0,neutral,ok,
talking,talking,talking,English,,,0.0,talking,English,talking,0.0,neutral,ok,
us,us,us,English,,,0.0,us,English,u,0.0,neutral,ok,
I,i,I,English,,,0.0,I,English,i,0.0,neutral,ok,
Ooh,ooh,,Unknown,pooh,English,85.71428571428572,pooh,English,pooh,0.0,neutral,ok,
deep,deep,deep,English,,,0.0,deep,English,deep,0.0,neutral,ok,
document,document,document,English,,,0.0,document,English,document,0.0,neutral,ok,
nsaba,nsaba,,Unknown,samba,English,80.0,samba,English,samba,0.0,neutral,ok,
bebe,bebe,,Unknown,bebed,English,88.88888888888889,bebed,English,bebed,0.0,neutral,ok,
cool,cool,cool,English,,,0.0,cool,English,cool,0.35,positive,ok,
nsose,nsose,,Unknown,nose,English,88.88888888888889,nose,English,nose,0.0,neutral,ok,
But,but,But,English,,,0.0,But,English,but,0.0,neutral,ok,
forgot,forgot,forgot,English,,,0.0,forgot,English,forgot,0.0,neutral,ok,
say,say,say,English,,,0.0,say,English,say,0.0,neutral,ok,
also,also,also,English,,,0.0,also,English,also,0.0,neutral,ok,
friend,friend,friend,English,,,0.0,friend,English,friend,0.0,neutral,ok,
nax,nax,,Unknown,Anax,English,85.71428571428572,Anax,English,anax,0.0,neutral,ok,
forgot,forgot,forgot,English,,,0.0,forgot,English,forgot,0.0,neutral,ok,
mention,mention,mention,English,,,0.0,mention,English,mention,0.0,neutral,ok,
height,height,height,English,,,0.0,height,English,height,0.0,neutral,ok,
X,x,X,English,,,0.0,X,English,x,0.0,neutral,ok,
wa,wa,wa,English,,,0.0,wa,English,wa,0.0,neutral,ok,
olivia,olivia,,Unknown,bolivia,English,92.3076923076923,bolivia,English,bolivia,0.0,neutral,ok,
[Sticker],[sticker],,Unknown,sticker,English,87.5,sticker,English,sticker,0.0,neutral,ok,
luga,luga,,Unknown,lug,English,85.71428571428572,lug,English,lug,0.0,neutral,ok,
media,media,media,English,,,0.0,media,English,medium,0.0,neutral,ok,
abela,abela,,Unknown,bela,English,88.88888888888889,bela,English,bela,0.0,neutral,ok,
fangon,fangon,,Unknown,fanon,English,90.9090909090909,fanon,English,fanon,0.0,neutral,ok,
Atenga,atenga,,Unknown,catena,English,83.33333333333334,catena,English,catena,0.0,neutral,ok,
Of,of,Of,English,,,0.0,Of,English,of,0.0,neutral,ok,
course,course,course,English,,,0.0,course,English,course,0.0,neutral,ok,
Luga,luga,,Unknown,lug,English,85.71428571428572,lug,English,lug,0.0,neutral,ok,
wa,wa,wa,English,,,0.0,wa,English,wa,0.0,neutral,ok,
Olivia,olivia,,Unknown,bolivia,English,92.3076923076923,bolivia,English,bolivia,0.0,neutral,ok,
mu,mu,mu,English,,,0.0,mu,English,mu,0.0,neutral,ok,
ne,ne,ne,English,,,0.0,ne,English,ne,0.0,neutral,ok,
search,search,search,English,,,0.0,search,English,search,0.0,neutral,ok,
ber,ber,ber,English,,,0.0,ber,English,ber,0.0,neutral,ok,
This,this,This,English,,,0.0,This,English,this,0.0,neutral,ok,
song,song,song,English,,,0.0,song,English,song,0.0,neutral,ok,
took,took,took,English,,,0.0,took,English,took,0.0,neutral,ok,
boarding,boarding,boarding,English,,,0.0,boarding,English,boarding,0.0,neutral,ok,
school,school,school,English,,,0.0,school,English,school,0.0,neutral,ok,
never,never,never,English,,,0.0,never,English,never,0.0,neutral,ok,
forget,forget,forget,English,,,0.0,forget,English,forget,0.0,neutral,ok,
bad,bad,bad,English,,,0.0,bad,English,bad,-0.6999999999999998,negative,ok,
man,man,man,English,,,0.0,man,English,man,0.0,neutral,ok,
kamokya,kamokya,,Unknown,kamaloka,English,80.0,kamaloka,English,kamaloka,0.0,neutral,ok,
Bobi,bobi,,Unknown,obi,English,85.71428571428572,obi,English,obi,0.0,neutral,ok,
wine,wine,wine,English,,,0.0,wine,English,wine,0.0,neutral,ok,
ne,ne,ne,English,,,0.0,ne,English,ne,0.0,neutral,ok,
Za,za,Za,English,,,0.0,Za,English,za,0.0,neutral,ok,
Principle,principle,Principle,English,,,0.0,Principle,English,principle,0.0,neutral,ok,
time,time,time,English,,,0.0,time,English,time,0.0,neutral,ok,
Bad,bad,Bad,English,,,0.0,Bad,English,bad,-0.6999999999999998,negative,ok,
man,man,man,English,,,0.0,man,English,man,0.0,neutral,ok,
Bobi,bobi,,Unknown,obi,English,85.71428571428572,obi,English,obi,0.0,neutral,ok,
wine,wine,wine,English,,,0.0,wine,English,wine,0.0,neutral,ok,
ft,ft,,Unknown,oft,English,80.0,oft,English,oft,0.0,neutral,ok,
Navajo,navajo,,Unknown,Navajo,English,83.33333333333334,Navajo,English,navajo,0.0,neutral,ok,
far,far,far,English,,,0.0,far,English,far,0.1,neutral,ok,
bobi,bobi,,Unknown,obi,English,85.71428571428572,obi,English,obi,0.0,neutral,ok,
wine,wine,wine,English,,,0.0,wine,English,wine,0.0,neutral,ok,
This,this,This,English,,,0.0,This,English,this,0.0,neutral,ok,
one,one,one,English,,,0.0,one,English,one,0.0,neutral,ok,
By,by,By,English,,,0.0,By,English,by,0.0,neutral,ok,
Far,far,Far,English,,,0.0,Far,English,far,0.1,neutral,ok,
Bobi,bobi,,Unknown,obi,English,85.71428571428572,obi,English,obi,0.0,neutral,ok,
take,take,take,English,,,0.0,take,English,take,0.0,neutral,ok,
eh,eh,eh,English,,,0.0,eh,English,eh,0.0,neutral,ok,
eh,eh,eh,English,,,0.0,eh,English,eh,0.0,neutral,ok,
eh,eh,eh,English,,,0.0,eh,English,eh,0.0,neutral,ok,
Dance,dance,Dance,English,,,0.0,Dance,English,dance,0.0,neutral,ok,
hall,hall,hall,English,,,0.0,hall,English,hall,0.0,neutral,ok,
Cindy,cindy,,Unknown,indy,English,88.88888888888889,indy,English,indy,0.0,neutral,ok,
Kenzo,kenzo,,Unknown,keno,English,88.88888888888889,keno,English,keno,0.0,neutral,ok,
number,number,number,English,,,0.0,number,English,number,0.0,neutral,ok,
one,one,one,English,,,0.0,one,English,one,0.0,neutral,ok,
bobi,bobi,,Unknown,obi,English,85.71428571428572,obi,English,obi,0.0,neutral,ok,
wine,wine,wine,English,,,0.0,wine,English,wine,0.0,neutral,ok,
Ziggy,ziggy,,Unknown,wiggy,English,80.0,wiggy,English,wiggy,0.0,neutral,ok,
dee,dee,dee,English,,,0.0,dee,English,dee,0.0,neutral,ok,
ilikua,ilikua,,Unknown,ilia,English,80.0,ilia,English,ilium,0.0,neutral,ok,
noma,noma,noma,English,,,0.0,noma,English,noma,0.0,neutral,ok,
try,try,try,English,,,0.0,try,English,try,0.0,neutral,ok,
kamokya,kamokya,,Unknown,kamaloka,English,80.0,kamaloka,English,kamaloka,0.0,neutral,ok,
navio,navio,,Unknown,naio,English,88.88888888888889,naio,English,naio,0.0,neutral,ok,
bobi,bobi,,Unknown,obi,English,85.71428571428572,obi,English,obi,0.0,neutral,ok,
wine,wine,wine,English,,,0.0,wine,English,wine,0.0,neutral,ok,
Only,only,Only,English,,,0.0,Only,English,only,0.0,neutral,ok,
HE,he,HE,English,,,0.0,HE,English,he,0.0,neutral,ok,
has,has,,Unknown,hasp,English,85.71428571428572,hasp,English,hasp,0.0,neutral,ok,
intros,intros,,Unknown,intrados,English,85.71428571428572,intrados,English,intrados,0.0,neutral,ok,
compared,compared,,Unknown,compare,English,93.33333333333333,compare,English,compare,0.0,neutral,ok,
Bro,bro,,Unknown,brog,English,85.71428571428572,brog,English,brog,0.0,neutral,ok,
go,go,go,English,,,0.0,go,English,go,0.0,neutral,ok,
check,check,check,English,,,0.0,check,English,check,0.0,neutral,ok,
Ghetto,ghetto,Ghetto,English,,,0.0,Ghetto,English,ghetto,0.0,neutral,ok,
president,president,president,English,,,0.0,president,English,president,0.0,neutral,ok,
Buchaman,buchaman,,Unknown,chapman,English,80.0,chapman,English,chapman,0.0,neutral,ok,
bunye,bunye,,Unknown,burny,English,80.0,burny,English,burny,0.0,neutral,ok,
nalumansi,nalumansi,,Unknown,alumni,English,80.0,alumni,English,alumnus,0.0,neutral,ok,
bobi,bobi,,Unknown,obi,English,85.71428571428572,obi,English,obi,0.0,neutral,ok,
wine,wine,wine,English,,,0.0,wine,English,wine,0.0,neutral,ok,
Never,never,Never,English,,,0.0,Never,English,never,0.0,neutral,ok,
best,best,best,English,,,0.0,best,English,best,1.0,positive,ok,
time,time,time,English,,,0.0,time,English,time,0.0,neutral,ok,
Digi,digi,,Unknown,digit,English,88.88888888888889,digit,English,digit,0.0,neutral,ok,
ngoni,ngoni,,Unknown,kongoni,English,83.33333333333334,kongoni,English,kongoni,0.0,neutral,ok,
music,music,music,English,,,0.0,music,English,music,0.0,neutral,ok,
good,good,good,English,,,0.0,good,English,good,0.7,positive,ok,
one,one,one,English,,,0.0,one,English,one,0.0,neutral,ok,
bunyuma,bunyuma,,Unknown,bunya,English,83.33333333333334,bunya,English,bunya,0.0,neutral,ok,
mad,mad,mad,English,,,0.0,mad,English,mad,-0.625,negative,ok,
tiger,tiger,tiger,English,,,0.0,tiger,English,tiger,0.0,neutral,ok,
friend,friend,friend,English,,,0.0,friend,English,friend,0.0,neutral,ok,
ability,ability,ability,English,,,0.0,ability,English,ability,0.0,neutral,ok,
goodlife,goodlife,,Unknown,goodlike,English,87.5,goodlike,English,goodlike,0.0,neutral,ok,
All,all,All,English,,,0.0,All,English,all,0.0,neutral,ok,
bobi,bobi,,Unknown,obi,English,85.71428571428572,obi,English,obi,0.0,neutral,ok,
wines,wines,,Unknown,wine,English,88.88888888888889,wine,English,wine,0.0,neutral,ok,
songs,songs,,Unknown,sons,English,88.88888888888889,sons,English,son,0.0,neutral,ok,
Baddest,baddest,,Unknown,addrest,English,85.71428571428572,addrest,English,addrest,0.0,neutral,ok,
Ina,ina,,Unknown,vina,English,85.71428571428572,vina,English,vina,0.0,neutral,ok,
de,de,de,English,,,0.0,de,English,de,0.0,neutral,ok,
dance,dance,dance,English,,,0.0,dance,English,dance,0.0,neutral,ok,
oh,oh,oh,English,,,0.0,oh,English,oh,0.0,neutral,ok,
nana,nana,nana,English,,,0.0,nana,English,nana,0.0,neutral,ok,
digi,digi,,Unknown,digit,English,88.88888888888889,digit,English,digit,0.0,neutral,ok,
ngoni,ngoni,,Unknown,kongoni,English,83.33333333333334,kongoni,English,kongoni,0.0,neutral,ok,
Ziggy,ziggy,,Unknown,wiggy,English,80.0,wiggy,English,wiggy,0.0,neutral,ok,
time,time,time,English,,,0.0,time,English,time,0.0,neutral,ok,
